"","snps","gene","statistic","pvalue","FDR","beta"
"2852","chr1_4053091","AT1G12000",0.631713997894654,0.527825278942391,0.809845038636342,21.7976215454011
"2853","chr3_9667240","AT3G26400",0.631645206891333,0.527870206815053,0.809845038636342,8.38810184157087
"2854","chr1_7964668","AT1G22540",0.630539153378668,0.528592846123756,0.810669547121121,39.4728724585272
"2855","chr1_12361150","AT1G34010",0.629195627638675,0.529471316545946,0.811732382669565,5.98524519665116
"2856","chr5_24484972","AT5G60860",0.628226395678009,0.530105515111358,0.812420111919612,13.1445853654886
"2857","chr1_7439466","AT1G21250",-0.627670615097033,0.530469354066634,0.812693161620461,-283.470966187981
"2858","chr1_10430276","AT1G29790",-0.625133552695083,0.532131842249107,0.814884215706635,-7.5393761090979
"2859","chr5_17054334","AT5G42600",0.62492004630138,0.532271869478015,0.814884215706635,6.31820186829407
"2860","chr3_3303834","AT3G10570",-0.624210263333849,0.532737511939034,0.815311919495507,-3.02969607086502
"2861","chr1_3663748","AT1G10950",0.622920363940793,0.533584259786105,0.816322371577694,38.7530385042238
"2862","chr2_14623029","AT2G34680",0.622158912584471,0.534084430513033,0.8168020797888,95.2918949583488
"2863","chr1_1720804","AT1G05740",-0.621391861194045,0.534588519591438,0.817037023473327,-0.100788552974321
"2864","chr4_10701979","AT4G19670",-0.621357075460424,0.534611385704274,0.817037023473327,-9.79946150571882
"2865","chr4_11461450","AT4G21540",0.62074246877784,0.535015473879812,0.817369189937849,15.534801330601
"2866","chr1_9887416","AT1G28280",-0.619872336166434,0.535587827759602,0.817452402893608,-33.115199551721
"2867","chr1_27670195","AT1G73600",-0.619700132910003,0.535701135882606,0.817452402893608,-0.860326708669291
"2868","chr2_81662","AT2G01090",-0.619627366684663,0.535749019012894,0.817452402893608,-17.4776068035759
"2869","chr4_18542659","AT4G39990",-0.619416972525768,0.535887479068961,0.817452402893608,-9.56137454114087
"2870","chr2_15752594","AT2G37540",0.61924032265587,0.536003746014314,0.817452402893608,28.9361708100459
"2871","chr2_13965848","AT2G32930",0.617871878213329,0.536904856361293,0.81854146858007,17.8533634853893
"2872","chr3_22347903","AT3G60480",-0.616994916172278,0.537482730504586,0.81913715578641,-5.41645551213663
"2873","chr4_7462631","AT4G12640",-0.614617596714755,0.539050839213863,0.821241045332084,-3.68089997903462
"2874","chr1_26395095","AT1G70080",0.614216728342351,0.539315483157688,0.821358340216144,1.22790926419033
"2875","chr5_26905516","AT5G67420",0.612832689154718,0.540229694826095,0.822464478001328,52.6316414093468
"2876","chr3_21355436","AT3G57660",-0.611566037885798,0.541067047824821,0.823452874940626,-21.4711486496601
"2877","chr3_17785848","AT3G48160",-0.610154216178099,0.542001135056443,0.824587753959698,-0.840070414726832
"2878","chr2_19560210","AT2G47750",-0.60926726754311,0.542588368841583,0.825194333015847,-37.316944699558
"2879","chr5_5284498","AT5G16190",0.608562044457471,0.543055511985973,0.825617914540676,14.8356112647955
"2880","chr4_16888550","AT4G35580",-0.60801081107951,0.54342079140073,0.825886390264235,-5.73056631895814
"2881","chr1_27647764","AT1G73550",-0.606734703909552,0.54426688474348,0.826885162971959,-2.79416037205768
"2882","chr3_9801767","AT3G26680",-0.605823648545329,0.544871340375472,0.827516258439778,-4.68489104260676
"2883","chr2_15091510","AT2G35940",-0.605059780076169,0.545378399780754,0.827884180537937,-69.327394619279
"2884","chr3_10983320","AT3G28958",0.604790417969886,0.545557259561878,0.827884180537937,1.73169563813018
"2885","chr3_21705787","AT3G58670",0.604604048472215,0.545681028296081,0.827884180537937,12.4146362998083
"2886","chr5_25201274","AT5G62740",0.602119820821643,0.547332146278828,0.830088186048343,12.7782015733896
"2887","chr2_8134795","AT2G18770",-0.601847873392932,0.547513043893435,0.830088186048343,-9.22815172376785
"2888","chr5_25556050","AT5G63860",0.60146248382565,0.547769453229836,0.830189368693557,44.0390603370403
"2889","chr4_17200768","AT4G36400",-0.600608457442119,0.548337870396024,0.830763190973831,-4.36591392801458
"2890","chr5_13839797","AT5G35643",-0.600169893001265,0.548629880659836,0.830917988805571,-0.474953156913006
"2891","chr3_22786070","AT3G61580",-0.599584622565388,0.549019692348936,0.831056504323743,-90.7939408382694
"2892","chr1_28367084","AT1G75540",0.599462457310251,0.549101076194714,0.831056504323743,17.5408584587858
"2893","chr5_17979805","AT5G44580",0.59863127955448,0.549654947168755,0.831306990196077,650.313809429411
"2894","chr5_6134201","AT5G18490",0.598249309250146,0.549909572850925,0.831306990196077,10.0250428553219
"2895","chr5_9764152","AT5G27610",-0.59799227014209,0.550080950792009,0.831306990196077,-3.62093093841368
"2896","chr4_7603102","AT4G13020",0.597961202898311,0.55010166631481,0.831306990196077,33.4916732022544
"2897","chr5_5823003","AT5G17680",0.597789431394485,0.550216209869325,0.831306990196077,1.45810690506644
"2898","chr1_2691445","AT1G08510",0.596660257709571,0.550969477433489,0.831957954238322,32.8530162580938
"2899","chr3_4833566","AT3G14440",0.596573742240079,0.551027212551267,0.831957954238322,15.0035267399976
"2900","chr4_9849705","AT4G17695",-0.596051501860224,0.55137578709506,0.832061905067352,-5.04420327245533
"2901","chr2_19595768","AT2G47850",0.595901003012268,0.551476259218732,0.832061905067352,7.87795830441432
"2902","chr5_26142089","AT5G65420",0.595209799861309,0.551937818111494,0.832471340411444,8.50376079891277
"2903","chr1_28822665","AT1G76790",0.594247305670121,0.552580851433658,0.832997942559947,109.226977745714
"2904","chr5_8802607","AT5G25360",0.593984427311374,0.552756542044147,0.832997942559947,11.3404252854334
"2905","chr3_2851258","AT3G09280",-0.593832790185907,0.552857898820344,0.832997942559947,-0.581897767835206
"2906","chr5_9096443","AT5G26030",-0.593475483546507,0.553096764649743,0.833071073252555,-91.7321028869202
"2907","chr5_7310735","AT5G22080",-0.592949119021939,0.553448741054305,0.833217985050653,-11.1458493953552
"2908","chr1_863616","AT1G03457",-0.592760301779693,0.553575028678844,0.833217985050653,-50.6392740919805
"2909","chr2_11197387","AT2G26300",0.59242384688614,0.553800096639367,0.833270203846859,10.7953534453278
"2910","chr2_13306791","AT2G31230",0.590803614627887,0.554884562622674,0.834615027697404,11.6756655012096
"2911","chr1_645314","AT1G02890",-0.59033760947087,0.555196665297539,0.834763133250726,-73.51336330125
"2912","chr2_1133257","AT2G03720",0.589918436745044,0.555477475826339,0.834763133250726,0.49848686798205
"2913","chr5_10320166","AT5G28350",-0.589802469514066,0.555555176412923,0.834763133250726,-39.8961119700728
"2914","chr3_3963340","AT3G12500",0.589387848665966,0.555833024983542,0.834894011788937,57.0182490500434
"2915","chr3_4628582","AT3G13990",0.588632818334401,0.55633916569401,0.835289745470005,28.0164305990678
"2916","chr2_7956545","AT2G18320",-0.588425536677544,0.556478158051299,0.835289745470005,-0.287693215324873
"2917","chr1_25685687","AT1G68480",0.587994101574331,0.556767510540398,0.835437570666891,0.335605133112604
"2918","chr1_6282885","AT1G18265",-0.587470336059999,0.55711888544381,0.835678328165715,-2.21206515118936
"2919","chr1_2613180","AT1G08290",-0.585484406727759,0.558452154830417,0.837164450888776,-1.61106096186183
"2920","chr1_2047903","AT1G06680",-0.58542484986271,0.558492162804484,0.837164450888776,-2499.31142124324
"2921","chr1_7125596","AT1G20570",-0.584924488432844,0.558828341199518,0.837381598572506,-2.41145232690807
"2922","chr5_19898547","AT5G49100",-0.583818047099015,0.559572076890111,0.838066393887159,-5.94415911070455
"2923","chr3_1871800","AT3G06180",-0.583297834990381,0.559921923126501,0.838066393887159,-2.16532548927286
"2924","chr5_23880254","AT5G59160",-0.583262418114535,0.559945745085561,0.838066393887159,-12.468854615748
"2925","chr2_15928646","AT2G38070",0.583105609816142,0.560051222782714,0.838066393887159,1.33822595574046
"2926","chr4_1488240","AT4G03380",0.581721904780377,0.560982395573587,0.838940069947525,0.22614943323978
"2927","chr1_29035537","AT1G77280",-0.581668409022676,0.561018410951886,0.838940069947525,-8.04835724668878
"2928","chr2_15816920","AT2G37710",-0.581183444087802,0.561344958968847,0.839141695835602,-72.8829390597348
"2929","chr2_1260050","AT2G03980",0.580207615259461,0.562002306259414,0.839837519459698,43.3141555548656
"2930","chr3_20527085","AT3G55370",-0.578820006418853,0.562937682515205,0.840802057592673,-3.26844058100293
"2931","chr3_18372616","AT3G49570",-0.578680229580825,0.563031946722441,0.840802057592673,-9.86917678459213
"2932","chr5_17171689","AT5G42820",-0.577844040824471,0.563596024079548,0.841168247051299,-12.3893751106685
"2933","chr5_21677229","AT5G53430",0.577746977335287,0.56366151898594,0.841168247051299,11.2689385636582
"2934","chr2_11752034","AT2G27500",-0.576885350808259,0.564243074331946,0.84161231478014,-66.9453531280896
"2935","chr1_7040078","AT1G20330",0.576736386529739,0.564343647219491,0.84161231478014,77.442300687255
"2936","chr1_7280808","AT1G20910",0.576004664404166,0.564837793302846,0.842062336950463,2.40771152487637
"2937","chr5_9509928","AT5G27030",0.574025580851988,0.566175351019726,0.843711801256417,9.40317803906346
"2938","chr3_8696729","AT3G24080",-0.573561032562602,0.566489535307479,0.843711801256417,-10.1105329679691
"2939","chr1_29253528","AT1G77800",-0.573512298164465,0.566522500318165,0.843711801256417,-16.1343832870378
"2940","chr3_21059946","AT3G56880",0.572213927328139,0.567401086187299,0.84448901232068,53.5971123928755
"2941","chr5_20849720","AT5G51300",-0.57163446377249,0.567793410553316,0.84448901232068,-46.1307319867665
"2942","chr3_17961317","AT3G48490",0.571347466825048,0.567987769316986,0.84448901232068,1.66747756194162
"2943","chr1_29504552","AT1G78420",0.571047773980325,0.56819075999673,0.84448901232068,8.27848106630777
"2944","chr5_20757346","AT5G51060",-0.5709999747479,0.568223139023607,0.84448901232068,-9.30333100844996
"2945","chr3_20534630","AT3G55390",0.570927794071694,0.568272035629003,0.84448901232068,2.12026142861695
"2946","chr3_2534717","AT3G07950",0.570746384472947,0.568394934954701,0.84448901232068,6.08487601874736
"2947","chr3_20352574","AT3G54930",-0.570397333793907,0.568631441704031,0.844553722544466,-1.0465466166276
"2948","chr4_14760067","AT4G30160",-0.569770368979773,0.569056373504738,0.844898150213785,-34.7213637651669
"2949","chr1_19007717","AT1G51270",-0.568994170791775,0.569582660313895,0.845392778634764,-75.6576934308264
"2950","chr4_13430943","AT4G26630",-0.567616236145166,0.570517516621636,0.846493278051831,-32.1489118875322
"2951","chr3_11517697","AT3G29648",-0.566816878779486,0.571060174345862,0.84701131247436,-0.506118670326783
"2952","chr4_886757","AT4G02020",0.565327345906478,0.572072026477367,0.84822468153504,17.9049500429301
"2953","chr1_20852349","AT1G55790",-0.564645266858723,0.572535653440932,0.848624637694196,-1.3343445537346
"2954","chr5_26869330","AT5G67350",-0.563843760748501,0.573080686596589,0.849144944222501,-3.8815442188899
"2955","chr2_13656998","AT2G32140",0.563259526249681,0.573478128057628,0.849446283082313,25.5450160404824
"2956","chr1_2120400","AT1G06900",0.562858080162093,0.573751298632275,0.849450822122514,7.0504931667002
"2957","chr1_5020238","AT1G14630",0.562684643765884,0.573869335393254,0.849450822122514,2.14472735303516
"2958","chr4_11693658","AT4G22070",0.56220579366171,0.574195289464944,0.849645970922264,13.765630873712
"2959","chr3_17459417","AT3G47390",-0.56165669039328,0.5745691731303,0.84991188603965,-6.03642010334645
"2960","chr2_13689610","AT2G32240",-0.560794753999693,0.57515629728833,0.849946411553973,-100.698108344651
"2961","chr3_2224914","AT3G07030",-0.560510876157265,0.575349728240703,0.849946411553973,-10.1269863660765
"2962","chr1_8558781","AT1G24170",-0.560378114080252,0.57544020130248,0.849946411553973,-23.3309675386302
"2963","chr4_8013991","AT4G13840",-0.560222527681141,0.57554623697822,0.849946411553973,-191.126660268643
"2964","chr5_4986174","AT5G15350",0.560197291295667,0.575563437022156,0.849946411553973,55.8712947900482
"2965","chr5_22834202","AT5G56368",0.558718688320949,0.576571614490458,0.850766739525301,0.102754409814765
"2966","chr3_229323","AT3G01600",-0.558556477043637,0.576682268182416,0.850766739525301,-1.01495044520787
"2967","chr5_21560734","AT5G53160",-0.558318311041259,0.576844753172863,0.850766739525301,-31.436283289664
"2968","chr2_17774379","AT2G42670",0.557832056493957,0.577176559816819,0.850766739525301,3.4690144924098
"2969","chr5_6582494","AT5G19510",0.557686896611467,0.577275630372865,0.850766739525301,32.7381829410625
"2970","chr4_13429020","AT4G26620",0.557672910468369,0.577285176237182,0.850766739525301,10.1154646008199
"2971","chr4_13069130","AT4G25620",-0.556008290916466,0.578421849420872,0.851673200186065,-32.6704121561545
"2972","chr5_4050461","AT5G12480",-0.555731031303497,0.578611276538752,0.851673200186065,-11.5621002029996
"2973","chr2_14560076","AT2G34560",-0.555628743476787,0.578681168198157,0.851673200186065,-28.1112829985379
"2974","chr1_1643307","AT1G05550",-0.555596255187912,0.578703367765991,0.851673200186065,-8.61623031079629
"2975","chr1_2749954","AT1G08640",-0.555347806594481,0.578873148401541,0.851673200186065,-19.8225416360621
"2976","chr1_5313814","AT1G15460",0.554106121880098,0.579722021485983,0.852219459339169,1.48232506943046
"2977","chr1_22618782","AT1G61320",-0.553996311975163,0.579797120780625,0.852219459339169,-1.64513318590927
"2978","chr5_2481149","AT5G07780",0.553950362763432,0.579828546929871,0.852219459339169,3.96465550279859
"2979","chr5_10262407","AT5G28280",0.553644889691637,0.580037490183192,0.852240380843179,1.40153440905381
"2980","chr3_21411590","AT3G57800",-0.553199564439011,0.580342155564067,0.852327639845953,-18.6207880118859
"2981","chr4_14423351","AT4G29260",0.55285670831416,0.580576768793774,0.852327639845953,5.19725766657362
"2982","chr5_6609018","AT5G19580",0.552704313958421,0.580681065117805,0.852327639845953,4.4015589030475
"2983","chr5_88984","AT5G01220",0.55226770244524,0.580979923931968,0.852480431461691,22.4851167390673
"2984","chr1_9851859","AT1G28200",-0.551657737401354,0.581397563349186,0.852762037859556,-5.15577697890648
"2985","chr4_8628321","AT4G15100",0.551209655040195,0.581704452327761,0.852762037859556,0.851756657132001
"2986","chr1_2419925","AT1G07810",0.551133924244347,0.581756327404303,0.852762037859556,7.65896393244831
"2987","chr2_8506718","AT2G19710",-0.550348804862146,0.582294256502002,0.852873420587186,-9.84905668615119
"2988","chr2_5694415","AT2G13680",-0.550210756221791,0.582388865397021,0.852873420587186,-0.490529123737338
"2989","chr2_9845203","AT2G23140",0.549827985137103,0.582651227589971,0.852873420587186,31.8490825422733
"2990","chr2_13380902","AT2G31370",0.549644115244404,0.582777276906487,0.852873420587186,7.56583139036026
"2991","chr4_16881371","AT4G35560",0.549377445303113,0.582960111248957,0.852873420587186,5.80367572514403
"2992","chr1_356533","AT1G02030",0.549163662127894,0.583106704717066,0.852873420587186,0.250481493715709
"2993","chr5_7047355","AT5G20820",0.548784374530262,0.583366828787351,0.852873420587186,1.32265175968569
"2994","chr3_2003120","AT3G06490",-0.548668453524464,0.583446340870702,0.852873420587186,-2.49227512526928
"2995","chr5_4806972","AT5G14860",-0.548283454602403,0.583710454157483,0.852873420587186,-0.13001787174437
"2996","chr5_22325649","AT5G55020",-0.548180856174659,0.583780847173683,0.852873420587186,-0.0979646788942495
"2997","chr5_22428166","AT5G55300",0.547162738849727,0.584479594558888,0.85343295061553,6.90840772050812
"2998","chr5_10005637","AT5G27970",-0.547025661672276,0.584573702226778,0.85343295061553,-12.8269719128107
"2999","chr2_11314958","AT2G26590",0.546770667920953,0.584748782018729,0.85343295061553,2.99381685690612
"3000","chr1_775553","AT1G03190",0.54516138316757,0.5858542873133,0.85421453812267,2.23264311814102
"3001","chr1_27696503","AT1G73660",0.54511695139904,0.585884823704482,0.85421453812267,13.7518066255219
"3002","chr2_10453393","AT2G24600",-0.54466625499791,0.586194613328519,0.85421453812267,-52.0683318986175
"3003","chr2_18807659","AT2G45660",-0.54454846192654,0.58627559185224,0.85421453812267,-27.5607891968262
"3004","chr4_11743309","AT4G22190",0.544449362007949,0.586343723530309,0.85421453812267,35.7338675719396
"3005","chr1_24620036","AT1G66140",-0.544251288896236,0.586479910791755,0.85421453812267,-5.78692578580689
"3006","chr1_4015269","AT1G11905",-0.543723521015054,0.586842854932641,0.85421453812267,-6.87672403113312
